, ,Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),ID,FRAME,mg_volume,mask_volume
86,87,86,obj87-val87,87,0,190.526,1541.368,18.921,190.526,1541.368,18.921,170,1515,0,209,1558,54,96800,0.156,15095,15095,8354,8354,5654.099,0.044,0.354,0.143,0.522,0.044,0.354,0.946,31.846,1.779,1.567,27272.08,0.553,3.886,36.684,18.582,6.805,MD570,12,0.0,89847.0
89,90,89,obj90-val90,90,0,172.176,1559.619,4.965,172.176,1559.619,4.965,159,1537,0,196,1577,17,28044,0.152,4256,4256,2972,2972,2078.875,0.078,0.427,0.228,0.611,0.078,0.427,0.942,23.376,2.246,1.503,7054.746,0.603,3.192,29.336,12.376,5.399,MD570,12,0.0,44618.0
94,95,94,obj95-val95,95,0,1696.631,1611.363,4.544,1696.631,1611.363,4.544,1683,1602,0,1709,1623,12,7722,0.395,3053,3053,2018,2018,1412.776,0.128,0.504,0.374,0.72,0.128,0.504,0.956,12.605,1.158,1.633,3832.786,0.797,3.673,14.757,9.15,2.203,MD570,12,1.0,31257.0
95,96,95,obj96-val96,96,0,1630.452,1608.813,12.208,1630.452,1608.813,12.208,1623,1599,0,1637,1619,22,7245,0.379,2743,2743,1720,1720,1131.874,0.167,0.551,0.587,0.837,0.167,0.551,0.964,10.958,1.177,1.281,3104.978,0.883,5.555,13.667,8.591,1.549,MD570,12,0.0,27164.0
111,112,111,obj112-val112,112,0,1505.234,1648.357,6.197,1505.234,1648.357,6.197,1495,1642,0,1516,1656,15,5280,0.426,2247,2247,1682,1682,1158.712,0.12,0.493,0.367,0.716,0.12,0.493,0.948,12.398,1.589,1.097,2883.435,0.779,1.56,13.262,8.022,2.134,MD570,12,0.0,26368.0
114,115,114,obj115-val115,115,0,259.227,1666.141,15.69,259.227,1666.141,15.69,243,1636,0,274,1683,42,66048,0.078,5132,5132,4450,4450,3011.556,0.034,0.323,0.109,0.478,0.034,0.323,0.908,30.91,2.339,1.66,13622.78,0.377,0.41,39.804,15.237,7.867,MD570,12,0.0,63594.0
140,141,140,obj141-val141,141,0,299.562,1719.653,6.095,299.562,1719.653,6.095,287,1712,0,311,1726,20,7875,0.227,1784,1784,1434,1434,975.048,0.122,0.496,0.388,0.73,0.122,0.496,0.944,13.543,1.666,1.649,2273.509,0.785,3.031,15.827,8.299,2.713,MD570,12,0.0,26105.0
299,300,299,obj300-val300,300,0,1476.85,1699.36,28.677,1476.85,1699.36,28.677,1462,1692,17,1490,1708,46,14790,0.263,3887,3887,2540,2540,1694.626,0.104,0.471,0.351,0.705,0.104,0.471,0.952,15.751,1.399,1.81,4622.473,0.841,4.828,19.059,10.385,2.941,MD570,12,64.0,36647.0
303,304,303,obj304-val304,304,0,225.446,1569.537,37.457,225.446,1569.537,37.457,215,1558,18,235,1581,51,17136,0.13,2233,2233,2070,2070,1442.282,0.064,0.399,0.188,0.573,0.064,0.399,0.916,18.115,2.043,1.362,4378.651,0.51,0.897,20.261,9.282,3.862,MD570,12,0.0,33675.0
403,404,403,obj404-val404,404,0,223.8,1649.596,71.781,223.8,1649.596,71.781,186,1614,28,259,1692,151,724904,0.079,56979,56979,32600,32600,22580.245,0.011,0.22,0.032,0.317,0.011,0.22,0.929,53.281,1.317,2.03,179783.272,0.317,0.502,79.281,31.68,12.472,MD570,12,0.0,296888.0
408,409,408,obj409-val409,409,0,418.144,274.583,38.114,418.144,274.583,38.114,412,266,29,424,282,47,4199,0.239,1004,1004,1232,1232,805.543,0.061,0.394,0.218,0.602,0.061,0.394,0.884,9.24,1.112,1.623,1647.344,0.609,1.659,10.002,6.325,1.765,MD570,12,0.0,21326.0
594,595,594,obj595-val595,595,0,168.786,1598.485,58.665,168.786,1598.485,58.665,156,1586,48,177,1610,76,15950,0.156,2494,2494,2052,2052,1349.228,0.081,0.433,0.286,0.659,0.081,0.433,0.932,17.75,1.785,1.954,3760.781,0.663,1.974,19.407,9.775,3.475,MD570,12,0.0,33906.0
618,619,618,obj619-val619,619,0,3.786,1396.696,62.499,3.786,1396.696,62.499,0,1389,52,11,1405,82,6324,0.216,1364,1364,1294,1294,881.716,0.097,0.46,0.307,0.675,0.097,0.46,0.925,15.769,1.806,2.252,2235.89,0.61,0.883,20.506,8.345,3.896,MD570,12,0.0,25700.0
686,687,686,obj687-val687,687,0,146.61,1627.51,77.867,146.61,1627.51,77.867,140,1617,58,153,1635,91,9044,0.186,1679,1679,1608,1608,1096.865,0.077,0.425,0.242,0.623,0.077,0.425,0.918,13.657,1.479,1.714,2843.816,0.59,1.565,20.026,8.298,3.153,MD570,12,0.0,29088.0
773,774,773,obj774-val774,774,0,274.166,1720.711,90.874,274.166,1720.711,90.874,257,1705,71,292,1735,110,44640,0.169,7553,7553,5358,5358,3597.075,0.042,0.347,0.139,0.518,0.042,0.347,0.929,21.598,1.79,1.079,12198.72,0.619,2.052,24.337,13.287,4.176,MD570,12,0.0,59427.0
3,4,3,obj4-val4,4,0,828.659,71.654,5.484,828.659,71.654,5.484,810,55,0,849,82,24,28000,0.188,5269,5269,3252,3252,2266.594,0.091,0.45,0.27,0.646,0.091,0.45,0.952,18.593,1.516,1.287,9095.18,0.579,2.791,21.575,11.905,3.707,MD570,13,0.0,45598.0
26,27,26,obj27-val27,27,0,17.044,1397.366,157.149,17.044,1397.366,157.149,11,1385,151,24,1409,164,4900,0.221,1084,1084,1256,1256,826.189,0.067,0.406,0.236,0.618,0.067,0.406,0.894,12.642,1.97,1.184,1842.08,0.588,1.034,14.382,7.181,2.675,MD570,13,0.0,23433.0
51,52,51,obj52-val52,52,0,628.762,117.77,2.206,628.762,117.77,2.206,617,112,0,638,124,7,2288,0.461,1054,1054,940,940,656.809,0.151,0.533,0.443,0.763,0.151,0.533,0.944,11.619,1.685,1.83,1265.272,0.833,2.231,12.547,6.744,2.245,MD570,13,0.0,20356.0
280,281,280,obj281-val281,281,0,253.832,437.93,2.972,253.832,437.93,2.972,238,423,0,274,457,13,18130,0.178,3233,3233,2716,2716,1877.796,0.059,0.389,0.179,0.563,0.059,0.389,0.922,22.732,2.228,1.959,5062.262,0.639,0.946,23.415,11.481,4.747,MD570,13,0.0,40930.0
294,295,294,obj295-val295,295,0,300.72,447.005,7.053,300.72,447.005,7.053,294,435,0,312,457,20,9177,0.18,1652,1652,1642,1642,1162.796,0.07,0.412,0.196,0.581,0.07,0.412,0.911,13.257,1.287,1.879,3135.433,0.527,1.035,14.592,7.972,2.793,MD570,13,0.0,27766.0
506,507,506,obj507-val507,507,0,70.029,1475.246,194.02,70.029,1475.246,194.02,48,1455,171,100,1498,207,86284,0.125,10812,10812,10240,10240,6987.657,0.012,0.231,0.039,0.338,0.012,0.231,0.882,29.308,1.481,1.582,30383.764,0.356,0.248,31.887,16.154,5.671,MD570,13,0.0,96088.0
590,591,590,obj591-val591,591,0,1184.226,1544.521,5.476,1184.226,1544.521,5.476,1171,1535,0,1190,1551,13,4760,0.242,1154,1154,1242,1242,844.238,0.079,0.428,0.25,0.63,0.079,0.428,0.907,9.195,1.056,1.274,2289.811,0.504,1.415,14.528,6.821,2.194,MD570,13,1.0,23918.0
725,726,725,obj726-val726,726,0,73.738,1509.442,193.797,73.738,1509.442,193.797,61,1496,179,85,1522,203,16875,0.15,2525,2525,2688,2688,1781.283,0.037,0.334,0.128,0.503,0.037,0.334,0.888,17.835,1.935,1.25,5080.064,0.497,0.649,18.26,9.567,3.329,MD570,13,0.0,37830.0
748,749,748,obj749-val749,749,0,1228.304,1594.133,8.652,1228.304,1594.133,8.652,1223,1586,0,1232,1603,21,3960,0.292,1158,1158,1224,1224,867.63,0.083,0.436,0.232,0.615,0.083,0.436,0.911,12.91,1.653,1.784,1847.559,0.627,0.481,14.887,7.108,2.523,MD570,13,66.0,22775.0
751,752,751,obj752-val752,752,0,1330.155,1596.05,12.448,1330.155,1596.05,12.448,1321,1588,0,1339,1603,25,7904,0.14,1108,1108,1324,1324,889.168,0.06,0.391,0.198,0.582,0.06,0.391,0.887,15.843,2.706,1.171,1942.934,0.57,1.624,15.595,7.896,3.193,MD570,13,448.0,24521.0
777,778,777,obj778-val778,778,0,1194.627,1615.761,6.196,1194.627,1615.761,6.196,1176,1603,0,1212,1630,16,17612,0.262,4614,4614,2616,2616,1823.656,0.134,0.512,0.397,0.735,0.134,0.512,0.963,22.695,2.578,1.329,5545.529,0.832,2.9,21.109,11.813,4.232,MD570,13,0.0,39089.0
779,780,779,obj780-val780,780,0,1377.098,1612.955,16.109,1377.098,1612.955,16.109,1366,1606,0,1386,1622,34,12495,0.171,2137,2137,2262,2262,1518.33,0.045,0.355,0.148,0.528,0.045,0.355,0.893,18.755,1.891,1.415,5459.413,0.391,2.101,20.137,10.397,4.172,MD570,13,0.0,37749.0
782,783,782,obj783-val783,783,0,1347.13,1612.118,15.428,1347.13,1612.118,15.428,1341,1603,0,1354,1618,35,8064,0.218,1754,1754,1516,1516,1054.878,0.1,0.464,0.296,0.667,0.1,0.464,0.933,16.224,2.476,1.087,2684.15,0.653,3.041,20.172,8.825,3.688,MD570,13,0.0,28380.0
855,856,855,obj856-val856,856,0,284.205,1686.22,3.963,284.205,1686.22,3.963,257,1673,0,299,1694,12,12298,0.18,2217,2217,1936,1936,1347.502,0.077,0.425,0.227,0.61,0.077,0.425,0.925,19.631,2.434,1.23,4345.485,0.51,1.238,30.505,10.602,5.069,MD570,13,0.0,36811.0
872,873,872,obj873-val873,873,0,1399.114,1690.751,3.334,1399.114,1690.751,3.334,1388,1680,0,1406,1698,11,4332,0.285,1233,1233,1072,1072,728.89,0.14,0.519,0.444,0.763,0.14,0.519,0.943,11.303,1.796,1.142,1641.807,0.751,2.774,13.954,6.945,2.191,MD570,13,0.0,21329.0
943,944,943,obj944-val944,944,0,1428.777,1736.182,6.178,1428.777,1736.182,6.178,1420,1728,0,1444,1743,17,7200,0.237,1709,1709,1378,1378,946.524,0.126,0.502,0.39,0.73,0.126,0.502,0.945,13.052,1.538,1.666,2363.77,0.723,1.482,16.471,7.918,2.588,MD570,13,0.0,25955.0
956,957,956,obj957-val957,957,0,1351.715,1746.282,14.229,1351.715,1746.282,14.229,1332,1731,0,1374,1757,30,35991,0.148,5319,5319,4272,4272,2926.0,0.041,0.345,0.128,0.504,0.041,0.345,0.919,23.915,1.602,2.031,10986.992,0.484,2.311,24.519,13.375,4.907,MD570,13,187.0,57116.0
1002,1003,1002,obj1003-val1003,1003,0,1363.909,1776.223,3.461,1363.909,1776.223,3.461,1353,1771,0,1373,1782,12,3276,0.325,1064,1064,1056,1056,730.228,0.109,0.477,0.329,0.69,0.109,0.477,0.925,11.635,1.883,1.155,1611.136,0.66,1.727,12.199,6.616,2.08,MD570,13,19.0,21161.0
1042,1043,1042,obj1043-val1043,1043,0,1322.441,1817.405,5.352,1322.441,1817.405,5.352,1312,1804,0,1345,1830,16,15606,0.252,3933,3933,2796,2796,1925.428,0.08,0.431,0.245,0.626,0.08,0.431,0.941,14.752,1.243,1.543,5642.059,0.697,2.788,25.491,10.434,3.582,MD570,13,441.0,39791.0
1073,1074,1073,obj1074-val1074,1074,0,420.015,1843.367,4.458,420.015,1843.367,4.458,404,1834,0,435,1851,14,8640,0.25,2160,2160,1840,1840,1275.895,0.085,0.439,0.254,0.633,0.085,0.439,0.93,19.254,2.692,1.086,3801.159,0.568,1.281,17.257,9.897,3.773,MD570,13,0.0,31478.0
1129,1130,1129,obj1130-val1130,1130,0,1108.37,1913.01,8.149,1108.37,1913.01,8.149,1099,1909,0,1116,1917,19,3240,0.411,1333,1333,1202,1202,838.474,0.116,0.487,0.341,0.699,0.116,0.487,0.935,11.062,1.271,2.161,1623.929,0.821,1.183,12.264,7.055,2.076,MD570,13,0.0,22717.0
1132,1133,1132,obj1133-val1133,1133,0,1082.509,1918.525,10.789,1082.509,1918.525,10.789,1073,1912,0,1098,1926,27,10920,0.322,3519,3519,2116,2116,1498.703,0.148,0.529,0.416,0.747,0.148,0.529,0.963,16.82,1.622,1.801,4206.146,0.837,2.928,18.885,10.175,3.054,MD570,13,0.0,33558.0
1377,1378,1377,obj1378-val1378,1378,0,746.167,308.604,32.755,746.167,308.604,32.755,688,289,7,801,324,60,221616,0.276,61247,61247,21184,21184,14408.544,0.045,0.355,0.142,0.521,0.045,0.355,0.967,57.221,2.592,1.506,77548.579,0.79,10.013,59.237,30.286,11.73,MD570,13,1.0,180043.0
1675,1676,1675,obj1676-val1676,1676,0,1310.92,1597.853,17.887,1310.92,1597.853,17.887,1303,1586,10,1321,1607,26,7106,0.187,1332,1332,1440,1440,957.773,0.067,0.407,0.228,0.611,0.067,0.407,0.902,13.286,1.53,1.414,2969.72,0.449,0.938,14.595,7.766,2.686,MD570,13,663.0,26526.0
1994,1995,1994,obj1995-val1995,1995,0,16.018,1469.04,250.314,16.018,1469.04,250.314,0,1456,237,41,1486,259,29946,0.146,4385,4385,3848,3848,2554.341,0.038,0.337,0.13,0.507,0.038,0.337,0.909,22.335,2.047,1.512,7365.869,0.595,0.317,25.017,11.962,4.426,MD570,13,0.0,51240.0
2061,2062,2061,obj2062-val2062,2062,0,655.464,96.475,41.862,655.464,96.475,41.862,639,86,15,671,104,59,28215,0.194,5465,5465,3448,3448,2338.825,0.082,0.435,0.264,0.642,0.082,0.435,0.949,21.073,1.782,1.725,7160.214,0.763,3.506,30.643,12.135,4.63,MD570,13,0.0,46376.0
2305,2306,2305,obj2306-val2306,2306,0,1379.956,1596.291,29.144,1379.956,1596.291,29.144,1371,1590,17,1389,1603,39,6118,0.268,1641,1641,1542,1542,1023.394,0.083,0.436,0.284,0.657,0.083,0.436,0.922,12.48,1.348,1.71,2621.624,0.626,0.725,13.234,7.738,2.437,MD570,13,0.0,26154.0
2688,2689,2688,obj2689-val2689,2689,0,1414.714,1675.363,35.406,1414.714,1675.363,35.406,1399,1669,21,1428,1680,46,9360,0.186,1744,1744,1800,1800,1229.51,0.059,0.389,0.185,0.57,0.059,0.389,0.903,16.829,2.009,1.653,2993.375,0.583,1.396,17.777,8.931,3.376,MD570,13,14.0,30523.0
2714,2715,2714,obj2715-val2715,2715,0,955.176,83.985,33.553,955.176,83.985,33.553,942,76,22,966,93,47,11700,0.211,2466,2466,2204,2204,1470.616,0.064,0.4,0.216,0.6,0.064,0.4,0.919,14.587,1.379,1.839,3715.79,0.664,1.616,14.792,8.779,2.732,MD570,13,69.0,31843.0
2795,2796,2795,obj2796-val2796,2796,0,271.195,1730.872,36.111,271.195,1730.872,36.111,264,1719,22,280,1742,50,11832,0.147,1745,1745,1850,1850,1247.58,0.054,0.379,0.177,0.562,0.054,0.379,0.898,16.19,1.957,1.151,4032.036,0.433,0.823,18.281,8.653,3.21,MD570,13,0.0,31482.0
2802,2803,2802,obj2803-val2803,2803,0,118.335,1630.167,250.362,118.335,1630.167,250.362,112,1615,240,130,1651,260,14763,0.141,2081,2081,2418,2418,1607.114,0.035,0.326,0.118,0.49,0.035,0.326,0.875,21.58,2.578,1.274,4970.489,0.419,0.936,22.489,10.683,5.014,MD570,13,0.0,39932.0
2875,2876,2875,obj2876-val2876,2876,0,1854.372,1594.368,53.211,1854.372,1594.368,53.211,1827,1567,23,1877,1630,88,215424,0.196,42152,42152,27384,27384,19085.993,0.01,0.214,0.029,0.307,0.01,0.214,0.918,33.797,1.175,1.5,78143.908,0.539,2.714,40.837,22.159,6.921,MD570,13,0.0,176892.0
3006,3007,3006,obj3007-val3007,3007,0,465.222,439.578,32.713,465.222,439.578,32.713,454,430,25,478,447,43,8550,0.22,1882,1882,1604,1604,1063.719,0.097,0.46,0.333,0.693,0.097,0.46,0.934,11.278,1.533,1.025,2492.292,0.755,3.974,14.953,7.977,2.096,MD570,13,41.0,27054.0
3413,3414,3413,obj3414-val3414,3414,0,669.682,375.469,43.198,669.682,375.469,43.198,663,371,31,676,381,55,3850,0.402,1549,1549,1186,1186,808.114,0.163,0.546,0.514,0.801,0.163,0.546,0.955,11.896,1.764,1.321,1716.04,0.903,3.551,13.341,7.342,2.038,MD570,13,0.0,22223.0
3535,3536,3535,obj3536-val3536,3536,0,403.643,1841.438,42.471,403.643,1841.438,42.471,392,1829,34,416,1850,51,9900,0.156,1547,1547,1880,1880,1243.798,0.041,0.344,0.141,0.52,0.041,0.344,0.873,13.279,1.253,1.913,3266.889,0.474,1.555,15.212,8.271,2.954,MD570,13,0.0,31196.0
3606,3607,3606,obj3607-val3607,3607,0,482.328,415.683,54.789,482.328,415.683,54.789,474,408,39,491,424,72,10404,0.191,1988,1988,2070,2070,1405.75,0.05,0.369,0.161,0.544,0.05,0.369,0.898,14.039,1.629,1.121,3898.118,0.51,1.083,17.488,8.505,3.039,MD570,13,0.0,32006.0
3998,3999,3998,obj3999-val3999,3999,0,1846.616,1636.522,85.642,1846.616,1636.522,85.642,1829,1605,69,1869,1664,122,132840,0.144,19128,19128,12338,12338,8479.731,0.022,0.28,0.068,0.408,0.022,0.28,0.927,30.707,1.619,1.311,35280.5,0.542,0.74,40.823,17.86,6.323,MD570,13,0.0,110800.0
4331,4332,4331,obj4332-val4332,4332,0,96.919,1525.489,109.326,96.919,1525.489,109.326,88,1516,96,105,1536,121,9828,0.258,2540,2540,1754,1754,1170.935,0.135,0.513,0.454,0.769,0.135,0.513,0.955,10.849,1.277,1.075,3051.111,0.832,4.652,14.402,8.345,1.629,MD570,13,0.0,27701.0
4374,4375,4374,obj4375-val4375,4375,0,346.957,1755.864,109.188,346.957,1755.864,109.188,336,1749,100,358,1766,119,8280,0.31,2563,2563,1796,1796,1197.535,0.128,0.504,0.433,0.756,0.128,0.504,0.953,10.858,1.174,1.251,3111.546,0.824,3.701,13.763,8.442,1.704,MD570,13,0.0,28501.0
4600,4601,4600,obj4601-val4601,4601,0,1850.608,1653.687,122.98,1850.608,1653.687,122.98,1842,1638,113,1860,1669,132,12160,0.225,2739,2739,2452,2452,1648.889,0.058,0.386,0.189,0.574,0.058,0.386,0.916,17.397,2.089,1.039,4864.3,0.563,0.502,17.546,9.768,3.318,MD570,13,0.0,34743.0
4609,4610,4609,obj4610-val4610,4610,0,226.556,1557.416,121.905,226.556,1557.416,121.905,221,1548,114,231,1567,131,3960,0.253,1002,1002,1048,1048,711.064,0.099,0.462,0.316,0.681,0.099,0.462,0.917,9.61,1.22,1.802,1385.272,0.723,2.106,11.054,6.354,1.835,MD570,13,0.0,21308.0
4646,4647,4646,obj4647-val4647,4647,0,316.538,1746.691,122.818,316.538,1746.691,122.818,309,1738,116,324,1756,130,4560,0.277,1263,1263,1352,1352,892.243,0.073,0.418,0.254,0.633,0.073,0.418,0.905,9.892,1.138,1.516,2066.692,0.611,1.4,11.192,6.707,1.929,MD570,13,0.0,22892.0
5066,5067,5066,obj5067-val5067,5067,0,340.37,213.923,152.897,340.37,213.923,152.897,336,205,144,348,223,166,5681,0.273,1553,1553,1416,1416,988.765,0.096,0.458,0.282,0.656,0.096,0.458,0.928,11.918,1.479,1.307,2481.272,0.626,2.789,17.264,7.705,2.525,MD570,13,0.0,26578.0
64,65,64,obj65-val65,65,0,1690.113,1123.944,220.015,1690.113,1123.944,220.015,1683,1120,199,1697,1128,239,5535,0.233,1287,1287,1364,1364,941.506,0.074,0.419,0.224,0.608,0.074,0.419,0.907,22.585,4.485,1.13,2123.502,0.606,1.114,21.827,10.29,5.192,MD577,0,0.0,28522.0
71,72,71,obj72-val72,72,0,898.146,1536.729,226.105,898.146,1536.729,226.105,887,1529,213,907,1544,239,9072,0.203,1844,1844,1596,1596,1116.13,0.095,0.456,0.277,0.652,0.095,0.456,0.932,15.771,1.868,1.48,3182.805,0.579,2.278,17.392,8.915,3.288,MD577,0,0.0,29869.0
115,116,115,obj116-val116,116,0,759.549,861.224,271.43,759.549,861.224,271.43,751,857,260,767,868,288,5916,0.175,1035,1035,1068,1068,703.737,0.099,0.463,0.348,0.703,0.099,0.463,0.919,17.22,2.787,1.613,1707.031,0.606,0.732,18.107,8.331,3.643,MD577,0,0.0,23367.0
0,1,0,obj1-val1,1,0,952.37,103.345,2.724,952.37,103.345,2.724,936,90,0,964,111,9,6380,0.314,2004,2004,1570,1570,1109.914,0.117,0.49,0.332,0.693,0.117,0.49,0.944,16.769,1.865,1.913,2969.846,0.675,2.771,20.103,9.167,3.552,MD577,1,0.0,29166.0
28,29,28,obj29-val29,29,0,1415.779,233.746,3.087,1415.779,233.746,3.087,1403,218,0,1429,253,10,10692,0.106,1133,1133,1406,1406,953.65,0.052,0.374,0.167,0.551,0.052,0.374,0.877,23.214,4.513,1.082,2377.398,0.477,0.348,21.815,10.3,5.17,MD577,1,2186.0,29379.0
145,146,145,obj146-val146,146,0,1619.749,669.289,96.534,1619.749,669.289,96.534,1615,661,81,1625,676,110,5280,0.199,1050,1050,1054,1054,712.086,0.106,0.474,0.345,0.702,0.106,0.474,0.924,17.549,3.595,1.091,1606.013,0.654,1.791,16.51,8.233,3.797,MD577,1,0.0,23464.0
175,176,175,obj176-val176,176,0,1215.122,538.18,129.639,1215.122,538.18,129.639,1198,532,116,1227,546,157,18900,0.122,2311,2311,2062,2062,1355.204,0.069,0.41,0.243,0.624,0.069,0.41,0.921,24.164,3.096,1.75,3521.72,0.656,1.859,32.031,11.414,6.379,MD577,1,0.0,35270.0
199,200,199,obj200-val200,200,0,1243.723,557.228,160.171,1243.723,557.228,160.171,1236,554,139,1252,562,181,6579,0.217,1429,1429,1370,1370,955.801,0.09,0.448,0.264,0.642,0.09,0.448,0.922,21.595,3.202,2.073,1984.385,0.72,1.802,22.605,9.952,5.008,MD577,1,0.0,28661.0
204,205,204,obj205-val205,205,0,1662.355,1122.744,154.584,1662.355,1122.744,154.584,1656,1118,142,1668,1128,168,3861,0.361,1393,1393,1108,1108,739.307,0.161,0.544,0.543,0.816,0.161,0.544,0.953,12.813,2.149,1.192,1601.673,0.87,3.743,14.026,7.418,2.388,MD577,1,0.0,22230.0
264,265,264,obj265-val265,265,0,889.887,1543.065,203.679,889.887,1543.065,203.679,885,1537,182,895,1551,218,6105,0.171,1041,1041,1052,1052,685.593,0.105,0.472,0.38,0.725,0.105,0.472,0.923,15.572,3.269,1.048,1412.441,0.737,3.306,23.091,8.058,4.195,MD577,1,0.0,24444.0
309,310,309,obj310-val310,310,0,1691.088,1122.72,228.043,1691.088,1122.72,228.043,1683,1117,212,1701,1128,251,9120,0.279,2549,2549,1912,1912,1338.347,0.105,0.472,0.307,0.674,0.105,0.472,0.944,19.476,2.949,1.116,3190.115,0.799,3.052,23.996,10.442,4.516,MD577,1,0.0,33457.0
426,427,426,obj427-val427,427,0,929.573,1140.627,269.778,929.573,1140.627,269.778,920,1135,250,941,1146,284,9240,0.135,1248,1248,1288,1288,847.084,0.082,0.435,0.29,0.662,0.082,0.435,0.913,21.217,3.012,1.863,2367.636,0.527,1.455,21.658,9.781,4.595,MD577,1,204.0,27682.0
49,50,49,obj50-val50,50,0,998.513,1481.621,88.979,998.513,1481.621,88.979,993,1476,81,1005,1489,98,3276,0.399,1307,1307,1010,1010,664.905,0.188,0.572,0.657,0.869,0.188,0.572,0.959,10.054,1.427,1.447,1444.912,0.905,3.507,9.824,6.678,1.511,MD577,2,0.0,19982.0
57,58,57,obj58-val58,58,0,783.678,1345.198,125.322,783.678,1345.198,125.322,774,1330,111,792,1360,144,20026,0.228,4565,4565,3058,3058,2110.42,0.082,0.435,0.251,0.631,0.082,0.435,0.945,16.708,1.192,2.134,6439.318,0.709,0.497,18.792,10.642,3.222,MD577,2,0.0,40817.0
75,76,75,obj76-val76,76,0,1662.707,1144.659,161.957,1662.707,1144.659,161.957,1656,1138,152,1669,1151,175,4704,0.368,1731,1731,1254,1254,826.935,0.172,0.556,0.599,0.843,0.172,0.556,0.959,11.817,1.693,1.196,2015.498,0.859,3.278,13.337,7.511,1.934,MD577,2,0.0,22758.0
19,20,19,obj20-val20,20,0,868.743,1011.492,77.644,868.743,1011.492,77.644,864,1002,63,874,1021,94,7040,0.187,1316,1316,1216,1216,796.99,0.109,0.478,0.387,0.729,0.109,0.478,0.931,19.169,3.716,1.371,1559.232,0.844,1.983,18.922,8.984,4.095,MD577,3,266.0,24647.0
23,24,23,obj24-val24,24,0,786.87,1320.214,104.152,786.87,1320.214,104.152,774,1299,80,800,1351,130,72981,0.111,8068,8068,5298,5298,3586.389,0.05,0.367,0.16,0.542,0.05,0.367,0.937,37.749,3.393,1.243,15747.462,0.512,0.292,36.742,17.592,7.939,MD577,3,169.0,67660.0
41,42,41,obj42-val42,42,0,1663.059,1132.739,148.285,1663.059,1132.739,148.285,1658,1124,136,1666,1141,164,4698,0.219,1028,1028,1090,1090,739.307,0.092,0.452,0.296,0.666,0.092,0.452,0.914,14.912,1.718,2.619,1795.907,0.572,1.128,17.517,7.711,3.4,MD577,3,0.0,23946.0
91,92,91,obj92-val92,92,0,996.32,678.736,215.225,996.32,678.736,215.225,990,670,203,1002,688,229,6669,0.205,1370,1370,1426,1426,954.722,0.073,0.418,0.244,0.625,0.073,0.418,0.908,13.988,1.676,1.745,2340.545,0.585,1.365,16.486,7.898,2.964,MD577,3,407.6823529411765,26097.0
112,113,112,obj113-val113,113,0,1116.168,823.448,232.814,1116.168,823.448,232.814,1108,811,221,1124,830,239,6460,0.244,1579,1579,1368,1368,945.063,0.11,0.479,0.334,0.694,0.11,0.479,0.936,13.305,1.74,1.176,2770.021,0.57,1.67,15.207,7.993,2.581,MD577,3,1365.7647058823532,26277.0
127,128,127,obj128-val128,128,0,1611.394,1144.668,240.378,1611.394,1144.668,240.378,1607,1135,230,1618,1152,249,4320,0.249,1077,1077,1122,1122,748.666,0.093,0.453,0.313,0.679,0.093,0.453,0.916,11.333,1.327,2.342,1477.776,0.729,0.788,12.5,6.719,2.276,MD577,3,0.0,21698.0
129,130,129,obj130-val130,130,0,1578.203,1133.475,246.846,1578.203,1133.475,246.846,1571,1128,233,1590,1139,261,6960,0.181,1262,1262,1218,1218,821.402,0.1,0.464,0.325,0.688,0.1,0.464,0.925,17.254,2.388,2.009,1878.246,0.672,1.546,15.77,8.466,3.33,MD577,3,242.89019607843136,24881.0
34,35,34,obj35-val35,35,0,845.696,996.822,53.937,845.696,996.822,53.937,835,993,43,856,1001,66,4752,0.336,1599,1599,1276,1276,851.147,0.139,0.518,0.469,0.777,0.139,0.518,0.948,13.614,1.602,2.206,1867.837,0.856,2.839,14.126,7.855,2.566,MD577,4,117.0,24386.0
38,39,38,obj39-val39,39,0,787.835,1324.221,95.713,787.835,1324.221,95.713,770,1289,58,809,1365,135,240240,0.182,43791,43791,14842,14842,10076.126,0.066,0.405,0.212,0.596,0.066,0.405,0.971,56.315,3.463,1.049,59477.064,0.736,2.528,50.59,27.623,10.605,MD577,4,1441.0,140471.0
47,48,47,obj48-val48,48,0,1224.849,594.165,106.908,1224.849,594.165,106.908,1215,580,93,1235,603,121,14616,0.167,2437,2437,2120,2120,1404.717,0.07,0.413,0.242,0.623,0.07,0.413,0.924,13.587,1.301,1.535,4046.193,0.602,1.485,15.982,8.884,2.762,MD577,4,101.0,32276.0
